ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:       0      1261.5613      3338.8952      3748.6464       193.0761        -938964.4827     84976.4589         0.0000         0.0000    149466.9812        -695978.8636       299.2229   -845445.8449   -695634.2988       299.2229            -39.8824        -5.4540   2461641.3306       -39.8824        -5.4540
ENERGY:      40      1284.3029      3375.4251      3747.6433       197.9908        -938169.4049     84383.2275         0.0000         0.0000    149275.7892        -695905.0261       298.8401   -845180.8153   -695556.3823       299.1211            -74.2898       -40.8108   2463415.0250        15.2421        15.3259
ENERGY:      80      1298.7094      3389.9540      3766.7312       230.0422        -938637.8335     84519.1116         0.0000         0.0000    149611.9034        -695821.3817       299.5130   -845433.2851   -695481.2225       299.3332            -86.3918       -51.7158   2463459.2480        -6.6903        -6.5827
ENERGY:     120      1307.4261      3386.3521      3773.5604       203.6091        -938485.0112     84845.4584         0.0000         0.0000    149169.0609        -695799.5442       298.6265   -844968.6052   -695455.1167       299.0197            -53.3849       -18.4828   2463703.6403        -6.6587        -6.4956
ENERGY:     160      1261.8342      3420.0535      3742.8240       203.3571        -938806.5178     84962.2090         0.0000         0.0000    149566.4119        -695649.8279       299.4219   -845216.2398   -695295.2111       299.0369            -30.4510         4.8959   2461763.5050        -5.4263        -5.3213
ENERGY:     200      1267.5506      3336.5791      3746.9800       199.1735        -939575.2288     85469.6085         0.0000         0.0000    149805.4873        -695749.8496       299.9005   -845555.3370   -695413.0327       299.3864              2.8052        36.4008   2461946.6465         6.8299         6.6817
ENERGY:     240      1262.8041      3399.8021      3752.2753       194.9162        -940006.3554     85802.0302         0.0000         0.0000    149640.5813        -695953.9461       299.5704   -845594.5275   -695611.8668       299.2989             89.2004       121.9941   2460529.7637        -3.0338        -3.3480
ENERGY:     280      1275.9210      3398.3395      3752.2620       212.1345        -939081.0049     85042.4402         0.0000         0.0000    149471.4150        -695928.4927       299.2318   -845399.9077   -695589.7655       299.1154            -38.7561        -3.5837   2460908.6529        -2.7767        -2.6856
ENERGY:     320      1280.0326      3361.4275      3745.4841       195.7434        -938429.6050     84534.2320         0.0000         0.0000    149309.1407        -696003.5447       298.9069   -845312.6854   -695659.9152       298.8972            -94.6780       -59.5227   2460226.6098        22.4535        22.5392
ENERGY:     360      1294.1542      3329.4317      3725.4696       213.8919        -938802.5352     85054.7987         0.0000         0.0000    149263.1526        -695921.6365       298.8148   -845184.7891   -695565.4367       298.6038            -26.2552         5.4203   2460712.9149       -19.4845       -19.4813
ENERGY:     400      1289.7595      3309.8454      3760.2348       215.7245        -939136.8927     85253.6653         0.0000         0.0000    149454.3162        -695853.3471       299.1975   -845307.6633   -695503.3666       298.7537             -8.4245        26.2093   2461452.4115        -2.5707        -2.6556
ENERGY:     440      1231.3730      3385.9574      3773.6170       215.8400        -938678.5438     84865.3593         0.0000         0.0000    149262.0291        -695944.3679       298.8126   -845206.3970   -695601.7005       298.7330            -60.3298       -25.4423   2463554.3524        -4.3579        -4.4393
ENERGY:     480      1220.0506      3416.1074      3753.9444       205.0168        -938837.0645     84889.7072         0.0000         0.0000    149416.4306        -695935.8074       299.1217   -845352.2380   -695597.9156       298.7395            -15.9778        15.9999   2461986.8860        -9.5549        -9.4774
ENERGY:     520      1304.5110      3433.0944      3721.1846       215.0303        -938976.7191     85278.4381         0.0000         0.0000    149124.9259        -695899.5348       298.5381   -845024.4607   -695557.2862       299.1434             20.9696        53.6743   2460744.1885         5.2401         5.3086
ENERGY:     560      1277.5413      3440.7461      3703.9637       202.1112        -939220.8380     85424.6715         0.0000         0.0000    149358.6768        -695813.1275       299.0061   -845171.8043   -695468.9621       298.8082            -18.7332        14.6032   2461973.3924         6.3689         6.3305
ENERGY:     600      1285.5997      3442.9014      3738.0982       205.3583        -938840.8045     85051.2046         0.0000         0.0000    149415.1306        -695702.5117       299.1191   -845117.6423   -695365.5971       299.1233            -69.9742       -38.4887   2462835.0366       -31.0539       -31.2755
ENERGY:     640      1264.7374      3414.6430      3750.5749       207.0006        -938951.8421     85034.4595         0.0000         0.0000    149681.8581        -695598.5685       299.6530   -845280.4266   -695256.0600       299.5843            -54.4654       -20.5226   2462881.4901        10.6305        10.5374
ENERGY:     680      1285.3701      3414.8931      3723.9445       211.1156        -938685.6299     85334.7269         0.0000         0.0000    149449.3104        -695266.2693       299.1875   -844715.5796   -694931.6671       299.4311            -32.6281         1.6764   2464055.5495        -7.2804        -7.1441
ENERGY:     720      1284.2218      3424.6703      3781.2067       200.6041        -938108.0062     84691.8182         0.0000         0.0000    149414.9546        -695310.5306       299.1187   -844725.4852   -694970.7161       298.8879            -92.9625       -61.6659   2464187.4208        19.1900        19.0586
ENERGY:     760      1302.5013      3370.7693      3782.3906       205.0215        -937857.9432     84478.2805         0.0000         0.0000    149730.6167        -694988.3633       299.7507   -844718.9800   -694653.5897       299.0459            -99.8642       -61.6396   2463972.6337       -23.0254       -22.9989
ENERGY:     800      1274.4315      3407.9699      3778.4408       194.0167        -937926.8024     85039.5416         0.0000         0.0000    149259.9628        -694972.4392       298.8084   -844232.4020   -694618.7461       299.6743              0.9713        34.8128   2462145.3875         4.8981         4.7111
ENERGY:     840      1239.8374      3371.2654      3747.8725       203.4017        -937541.9133     84086.2102         0.0000         0.0000    149980.0377        -694913.2883       300.2500   -844893.3260   -694563.0896       299.9286            -81.4004       -49.4568   2459641.0329         2.1816         1.9099
ENERGY:     880      1307.3064      3397.0250      3740.9614       197.4642        -937341.8168     84154.1007         0.0000         0.0000    149412.9042        -695132.0548       299.1146   -844544.9590   -694788.7693       299.7961            -99.1490       -67.0593   2458896.2130        18.9878        19.1776
ENERGY:     920      1243.3969      3362.1670      3758.2367       215.6559        -936959.2549     84005.7941         0.0000         0.0000    149334.7294        -695039.2747       298.9581   -844374.0041   -694695.0344       299.7657            -82.9037       -48.6413   2459983.6868        -3.5260        -3.6165
ENERGY:     960      1309.6467      3374.6649      3751.3913       218.6797        -937762.1653     84888.3636         0.0000         0.0000    149238.2451        -694981.1739       298.7650   -844219.4190   -694630.1330       299.4786              2.2570        35.2309   2459788.2027        12.8312        12.9573
ENERGY:    1000      1257.6280      3351.7655      3733.0855       205.2187        -937044.3373     84499.8374         0.0000         0.0000    149221.2866        -694775.5157       298.7310   -843996.8023   -694420.7593       298.9671            -54.6209       -19.4373   2462230.4375        11.6610        11.5319
ENERGY:    1040      1225.0971      3401.5348      3743.1354       204.5652        -937188.8127     84445.2566         0.0000         0.0000    149414.7022        -694754.5214       299.1182   -844169.2236   -694415.6804       299.1922            -50.0915       -15.9066   2461252.6394        -6.3766        -6.1107
ENERGY:    1080      1281.8059      3393.5282      3749.0752       193.8442        -937403.3168     84309.4664         0.0000         0.0000    149739.8087        -694735.7882       299.7691   -844475.5969   -694393.1038       300.1949            -78.2895       -44.4785   2463447.9939        -2.5497        -2.6414
ENERGY:    1120      1278.9160      3351.9647      3733.6869       197.9199        -937537.8858     84425.6720         0.0000         0.0000    149855.4025        -694694.3238       300.0005   -844549.7263   -694347.1240       299.8725            -78.9361       -43.0005   2463077.2306        -9.0917        -9.1053
ENERGY:    1160      1304.2453      3261.0661      3742.0083       203.4078        -937895.7339     84864.5525         0.0000         0.0000    149788.5352        -694731.9187       299.8666   -844520.4539   -694366.4715       299.9207            -37.1575        -3.3242   2461644.7576       -13.6786       -13.7229
ENERGY:    1200      1297.4453      3457.1518      3744.5339       219.6692        -937377.5219     84566.4637         0.0000         0.0000    149264.8932        -694827.3648       298.8183   -844092.2580   -694489.8007       299.0478            -70.9245       -34.3893   2462785.0631        -7.6322        -7.5526
ENERGY:    1240      1270.9327      3323.0980      3751.1976       203.4234        -937506.4864     84333.2166         0.0000         0.0000    149522.8232        -695101.7948       299.3347   -844624.6180   -694766.4852       299.6350           -100.7293       -65.8017   2462866.5496         7.0698         6.6594
ENERGY:    1280      1263.6812      3357.5760      3720.4778       198.5321        -937433.6839     84390.7320         0.0000         0.0000    149409.1451        -695093.5396       299.1071   -844502.6847   -694739.1141       299.3656            -84.0680       -51.1443   2462742.6597        -3.0029        -2.9663
ENERGY:    1320      1262.6749      3321.1893      3748.2613       205.5741        -937320.0498     84373.4700         0.0000         0.0000    149395.8881        -695012.9921       299.0806   -844408.8802   -694664.9330       299.4940            -60.3179       -26.6864   2461466.4207        -4.3142        -4.3908
ENERGY:    1360      1244.1142      3309.4453      3757.9898       202.4875        -937233.5254     84751.4651         0.0000         0.0000    148911.6151        -695056.4084       298.1111   -843968.0235   -694701.6635       298.8774             -1.3536        34.6131   2461210.3720        -5.6153        -5.7503
ENERGY:    1400      1226.5053      3316.6007      3742.2571       212.2684        -938013.9323     84955.1857         0.0000         0.0000    149527.6568        -695033.4583       299.3443   -844561.1152   -694695.6323       299.1170            -16.0329        15.9549   2461005.4059        16.0192        15.7612
ENERGY:    1440      1299.4233      3334.7484      3749.4140       202.6431        -937595.5211     84576.7949         0.0000         0.0000    149386.3279        -695046.1696       299.0614   -844432.4975   -694712.3089       299.1762            -59.6789       -26.9576   2462169.2938         0.3492         0.4570
ENERGY:    1480      1291.1906      3348.1272      3740.2301       193.3209        -938108.1825     84985.1407         0.0000         0.0000    149535.9490        -695014.2241       299.3609   -844550.1730   -694657.0191       299.3791             20.1578        53.3592   2460460.3597         7.3134         7.2799
ENERGY:    1520      1256.9945      3394.4670      3742.1554       213.7530        -937674.2650     84824.2257         0.0000         0.0000    149271.4289        -694971.2404       298.8314   -844242.6693   -694626.4472       298.8167             -5.1158        27.6790   2461772.7422         1.1176         1.1156
ENERGY:    1560      1320.9775      3393.1136      3727.1347       187.8912        -938157.8961     84629.8353         0.0000         0.0000    150004.9999        -694893.9440       300.3000   -844898.9438   -694548.2905       299.7843            -51.3227       -18.0716   2460607.9114         8.7976         8.6928
ENERGY:    1600      1247.6187      3381.7963      3758.6921       221.4789        -937596.5075     84400.3210         0.0000         0.0000    149648.2402        -694938.3603       299.5857   -844586.6005   -694591.4454       300.3647            -31.5322         2.6566   2460705.1899        -8.9878        -8.9143
ENERGY:    1640      1268.0666      3354.3909      3724.5142       202.2282        -938325.2256     85011.9623         0.0000         0.0000    149941.2477        -694822.8156       300.1723   -844764.0633   -694502.0246       300.0386              3.0240        37.2346   2460189.5552        -2.7175        -2.7987
ENERGY:    1680      1244.7670      3368.6671      3710.5662       199.6534        -937298.4345     84426.7894         0.0000         0.0000    149559.6029        -694788.3886       299.4083   -844347.9915   -694440.7198       299.3318            -71.8428       -36.8395   2462802.3042        -4.3541        -4.2507
ENERGY:    1720      1285.8728      3278.5787      3736.8387       191.0460        -937751.7040     84757.1924         0.0000         0.0000    149726.0547        -694776.1206       299.7415   -844502.1753   -694443.3804       298.8951            -46.0379       -12.2344   2461483.1453       -18.8595       -18.8579
ENERGY:    1760      1249.7661      3330.2073      3708.8434       203.2663        -936902.0777     83940.0330         0.0000         0.0000    149740.9180        -694729.0436       299.7713   -844469.9617   -694367.9568       299.4561           -147.8283      -113.0754   2462430.4980        -3.2251        -3.0344
ENERGY:    1800      1260.3766      3360.0480      3729.0331       195.9120        -937238.5357     84102.3522         0.0000         0.0000    149835.3325        -694755.4813       299.9603   -844590.8138   -694404.3089       299.6784            -84.4849       -51.7847   2461754.1606        -7.9849        -8.0821
ENERGY:    1840      1194.3543      3325.0037      3713.4195       201.4328        -938270.3384     85503.2157         0.0000         0.0000    149700.8732        -694632.0391       299.6911   -844332.9124   -694279.8665       299.8576             93.1198       126.6798   2460171.1264        19.8705        19.8745
ENERGY:    1880      1210.0422      3379.4507      3738.6809       202.6222        -937241.7522     84241.5445         0.0000         0.0000    149821.2043        -694648.2073       299.9320   -844469.4115   -694314.0419       299.7286            -38.3088        -4.1975   2463203.4695        -1.2171        -1.1972
ENERGY:    1920      1319.1725      3297.7562      3700.9605       204.7089        -937467.0932     84454.8845         0.0000         0.0000    149916.0282        -694573.5824       300.1218   -844489.6106   -694218.8278       299.8132            -72.8903       -39.4748   2462661.4899       -29.7251       -29.9245
ENERGY:    1960      1266.1779      3363.2543      3725.5868       200.1957        -938118.6103     85080.7829         0.0000         0.0000    149868.4647        -694614.1481       300.0266   -844482.6128   -694284.2807       300.0462              5.0353        38.7433   2461247.0575        -0.1136        -0.0170
ENERGY:    2000      1262.4896      3334.6669      3739.1488       211.7889        -938720.7516     85505.6472         0.0000         0.0000    149963.4842        -694703.5259       300.2168   -844667.0101   -694353.2925       300.1341             43.4144        78.2418   2459551.1038        -2.2841        -2.2877
ENERGY:    2040      1366.3227      3315.9960      3712.0877       178.8368        -937821.8976     84603.1038         0.0000         0.0000    149949.7267        -694695.8239       300.1893   -844645.5507   -694343.4393       300.1335            -73.8576       -39.3450   2461682.4819         6.0932         6.3384
ENERGY:    2080      1320.4835      3290.7067      3736.8112       191.3229        -936889.5948     84292.1476         0.0000         0.0000    149525.0995        -694533.0235       299.3392   -844058.1230   -694196.5478       299.6234            -65.5153       -31.3822   2461196.9052        20.2560        20.2943
ENERGY:    2120      1306.3003      3360.4524      3752.8955       199.4707        -937743.4366     84571.3427         0.0000         0.0000    149893.5679        -694659.4070       300.0769   -844552.9750   -694321.2064       300.0988            -30.7241         3.9457   2459252.0599       -10.8962       -10.9811
ENERGY:    2160      1292.5945      3373.1847      3736.2392       206.2332        -938545.0550     85005.3716         0.0000         0.0000    150257.9849        -694673.4469       300.8064   -844931.4318   -694332.8496       300.1041             13.4691        47.7645   2458241.3303       -14.6583       -14.7700
ENERGY:    2200      1237.0000      3370.0076      3730.6411       208.7023        -938232.6926     84929.7355         0.0000         0.0000    150073.0283        -694683.5779       300.4361   -844756.6061   -694344.2997       300.2803             27.2782        62.6032   2457561.1904         0.9257         0.9743
ENERGY:    2240      1262.2324      3359.5996      3742.4335       195.0561        -938074.0179     84911.5638         0.0000         0.0000    149774.2889        -694828.8436       299.8381   -844603.1325   -694490.9601       300.1587            -20.6090        13.6210   2457253.3051        18.3556        18.2359
ENERGY:    2280      1305.9002      3354.0781      3743.8422       189.7634        -938145.8585     84851.3217         0.0000         0.0000    149885.5003        -694815.4524       300.0607   -844700.9528   -694486.6619       299.8448            -24.1500         9.4982   2459469.6506         6.4776         6.4655
ENERGY:    2320      1250.7933      3312.6979      3747.0185       192.2222        -937689.6205     84412.7551         0.0000         0.0000    149714.9622        -695059.1712       299.7193   -844774.1335   -694716.8932       299.8283            -25.4353         8.0468   2458078.7948        12.5957        12.7072
ENERGY:    2360      1259.4786      3397.8831      3705.4699       201.4998        -937662.9115     84343.1722         0.0000         0.0000    149613.9223        -695141.4856       299.5170   -844755.4079   -694806.2205       299.5746            -69.1631       -36.6545   2458427.3437        -3.7685        -3.9067
ENERGY:    2400      1230.2333      3364.9931      3763.9495       207.0162        -937200.4973     84310.2265         0.0000         0.0000    149215.4771        -695108.6016       298.7194   -844324.0787   -694782.8760       299.6102            -75.1699       -41.7758   2460514.8615        -2.7738        -2.9372
ENERGY:    2440      1295.3346      3424.1583      3775.8641       199.1189        -938483.5257     85250.2261         0.0000         0.0000    149482.6647        -695056.1589       299.2543   -844538.8237   -694700.1673       299.7605             43.9205        77.3723   2457456.5665         2.2614         1.8576
ENERGY:    2480      1297.7602      3352.6302      3764.5293       219.2132        -937751.8796     84681.8055         0.0000         0.0000    149244.3699        -695191.5714       298.7772   -844435.9413   -694849.9988       299.2333            -13.3735        21.1528   2459802.1985        10.9631        10.9467
ENERGY:    2520      1303.1179      3361.2288      3768.8442       208.2898        -937813.9354     84671.5476         0.0000         0.0000    149383.6055        -695117.3016       299.0560   -844500.9071   -694776.1802       299.5442            -27.4698         6.2033   2460110.6559         6.4160         6.2258
ENERGY:    2560      1308.9631      3345.7057      3803.9542       197.9159        -938429.3651     85022.0166         0.0000         0.0000    149739.3027        -695011.5068       299.7680   -844750.8095   -694675.7060       299.7746            -55.0618       -21.0357   2460264.8538        -6.2309        -6.2971
ENERGY:    2600      1247.8498      3375.0773      3751.5927       194.8728        -937836.4595     84669.0533         0.0000         0.0000    149490.5837        -695107.4299       299.2701   -844598.0137   -694769.2571       299.9112             -7.9444        26.4086   2458674.5466         8.5790         8.6522
ENERGY:    2640      1276.2659      3372.6722      3735.0848       209.2775        -938406.7662     85045.2905         0.0000         0.0000    149586.2097        -695181.9655       299.4616   -844768.1752   -694836.0162       299.5592            -35.0543        -1.1472   2461128.2912        14.5057        14.5070
ENERGY:    2680      1299.3042      3361.1026      3738.4690       201.9934        -938757.6818     84864.4051         0.0000         0.0000    149992.8276        -695299.5799       300.2756   -845292.4075   -694942.3163       299.8732            -31.2104         1.1928   2459820.0779       -11.8599       -11.9855
ENERGY:    2720      1271.9829      3337.0075      3741.2023       200.5662        -938004.5622     84899.1027         0.0000         0.0000    149393.4605        -695161.2401       299.0757   -844554.7006   -694821.5906       299.6215            -23.8549        10.5361   2461818.5007         0.1981         0.2602
ENERGY:    2760      1271.1227      3342.9722      3745.1467       192.0154        -938773.4347     85391.7728         0.0000         0.0000    149772.4390        -695057.9661       299.8344   -844830.4050   -694709.7993       299.2087             19.2573        51.5509   2462163.3203        22.6476        22.4150
ENERGY:    2800      1275.8518      3355.1652      3686.9260       203.1480        -938342.0045     84737.9016         0.0000         0.0000    149843.7142        -695239.2978       299.9771   -845083.0119   -694887.5001       299.3301            -89.6540       -55.7100   2464788.1437         3.4272         3.3424
ENERGY:    2840      1212.6830      3362.4734      3758.7973       199.9842        -939210.4156     85333.3107         0.0000         0.0000    149949.0526        -695394.1144       300.1880   -845343.1670   -695049.7519       299.6552            -21.7811        12.2412   2462235.8855        -6.0036        -5.8594
ENERGY:    2880      1303.9230      3379.3856      3734.1386       210.3569        -938405.3816     84956.1191         0.0000         0.0000    149451.7081        -695369.7502       299.1923   -844821.4583   -695024.7065       299.4411            -35.7622        -3.3518   2462713.7464       -12.1752       -12.1367
ENERGY:    2920      1280.4559      3402.9310      3698.7417       186.5276        -937873.8510     84751.1875         0.0000         0.0000    149260.4524        -695293.5548       298.8094   -844554.0072   -694972.2273       299.2016            -74.3740       -43.1438   2465127.1421        14.0730        14.1896
ENERGY:    2960      1254.4225      3396.9296      3738.7554       200.0104        -938672.3887     85135.8672         0.0000         0.0000    149711.9266        -695234.4770       299.7132   -844946.4036   -694908.7839       299.8167             -8.3582        25.1554   2463550.6272        -2.0168        -2.0342
ENERGY:    3000      1295.0846      3313.8879      3746.3003       201.6196        -937703.8494     84651.1932         0.0000         0.0000    149256.7270        -695239.0367       298.8020   -844495.7638   -694889.0752       299.1945            -88.0597       -52.9032   2464726.6152       -13.1585       -13.2714
ENERGY:    3040      1273.9760      3271.6005      3754.6519       205.8189        -938728.0628     85394.3318         0.0000         0.0000    149709.2437        -695118.4401       299.7079   -844827.6838   -694763.7717       298.9852              9.1883        44.5116   2462011.1796        16.0753        16.1110
ENERGY:    3080      1258.7582      3309.8630      3747.6668       205.3840        -938409.0897     85194.5627         0.0000         0.0000    149536.9655        -695155.8895       299.3630   -844692.8550   -694815.2863       299.3022             17.2306        51.0916   2461491.8759         9.6075         9.3485
ENERGY:    3120      1216.5314      3385.4123      3693.4930       204.8341        -938493.4214     85152.2437         0.0000         0.0000    149794.2447        -695046.6622       299.8780   -844840.9069   -694687.6510       299.5850              4.1440        38.2014   2461872.9485         9.8879         9.9045
ENERGY:    3160      1262.1046      3330.0972      3690.1165       194.6369        -937806.8655     84483.1083         0.0000         0.0000    149688.9602        -695157.8419       299.6673   -844846.8020   -694816.9107       299.7556            -78.1485       -44.2196   2463591.1605        10.6193        10.3945
ENERGY:    3200      1302.0384      3346.6700      3729.6291       185.3776        -938340.9053     84920.8105         0.0000         0.0000    149734.3314        -695122.0482       299.7581   -844856.3796   -694764.8686       299.7229            -75.2729       -39.6997   2463873.6760       -17.0409       -16.8538
ENERGY:    3240      1298.6450      3232.4920      3762.3190       201.5379        -938547.2310     85303.5253         0.0000         0.0000    149463.7705        -695284.9413       299.2165   -844748.7118   -694940.9151       299.4147              5.0126        40.0530   2462725.7735        15.9601        16.0153
ENERGY:    3280      1312.4689      3383.1336      3753.2416       214.9451        -938720.4647     85164.0406         0.0000         0.0000    149598.4475        -695294.1873       299.4861   -844892.6348   -694959.0848       299.2237              4.8812        41.5807   2460708.7533         3.5011         3.4563
ENERGY:    3320      1283.5511      3356.9360      3734.1296       194.1072        -938003.7355     84573.5602         0.0000         0.0000    149704.7886        -695156.6628       299.6990   -844861.4514   -694814.0132       299.6883            -41.1606        -5.9382   2462058.9733         6.3361         6.1789
ENERGY:    3360      1275.9759      3348.7453      3743.5163       180.2444        -937808.6067     84311.0208         0.0000         0.0000    149885.2602        -695063.8439       300.0602   -844949.1040   -694724.0532       299.3555           -120.5701       -87.9606   2463649.8800        -4.0757        -4.0184
ENERGY:    3400      1248.7822      3378.1664      3754.9844       205.4890        -937720.8313     84638.7058         0.0000         0.0000    149316.1927        -695178.5107       298.9210   -844494.7035   -694832.1854       299.4234            -14.5409        16.3677   2462984.1294        -3.2430        -3.2876
ENERGY:    3440      1307.4221      3387.9804      3783.4299       200.1943        -938531.7798     85040.3801         0.0000         0.0000    149757.2109        -695055.1621       299.8039   -844812.3730   -694706.1447       299.4180            -14.1368        19.4346   2464461.3154        12.7821        13.0076
ENERGY:    3480      1299.0614      3368.0889      3715.4911       196.5649        -938133.7983     85037.0294         0.0000         0.0000    149490.4719        -695027.0906       299.2699   -844517.5625   -694685.6693       299.1091            -56.5878       -23.0965   2465825.2334        -0.7142        -0.7020
ENERGY:    3520      1284.4817      3376.3926      3713.7893       214.3932        -937495.6565     84516.6766         0.0000         0.0000    149395.0317        -694994.8914       299.0788   -844389.9231   -694649.6777       299.3039            -77.5266       -43.8639   2464933.8788         5.9954         6.0594
ENERGY:    3560      1264.1129      3380.3760      3777.4107       212.6143        -937888.3241     85163.6069         0.0000         0.0000    149067.6353        -695022.5680       298.4234   -844090.2033   -694654.5386       299.2319              5.4240        39.9496   2463644.0896         7.5813         7.7841
ENERGY:    3600      1272.0332      3374.7409      3749.6040       213.0124        -938438.4161     85241.0402         0.0000         0.0000    149666.8702        -694921.1152       299.6230   -844587.9854   -694579.6924       299.3183             17.0247        48.7981   2462401.1615        13.2192        12.9184
ENERGY:    3640      1306.2524      3373.4781      3750.7034       223.1419        -938128.5782     85094.8662         0.0000         0.0000    149378.6434        -695001.4927       299.0460   -844380.1362   -694676.6164       299.5265            -27.7679         5.4105   2462161.2388         2.9746         2.9717
ENERGY:    3680      1303.0573      3334.0543      3793.1402       204.4096        -938404.5456     84905.2217         0.0000         0.0000    149828.2084        -695036.4541       299.9460   -844864.6625   -694700.8006       299.8786            -69.4781       -34.9451   2462939.3249        32.0247        32.0304
ENERGY:    3720      1334.2003      3385.0103      3752.9064       206.6184        -938432.4320     84908.6507         0.0000         0.0000    149739.6466        -695105.3994       299.7687   -844845.0459   -694759.6473       300.1597            -48.4381       -13.0430   2463829.6224         8.3787         8.4247
ENERGY:    3760      1258.4638      3373.8785      3791.7883       212.3891        -938711.9755     85231.3013         0.0000         0.0000    149883.6789        -694960.4756       300.0571   -844844.1545   -694606.9270       299.7456             -8.3122        27.2557   2463121.9755       -16.6653       -16.5578
ENERGY:    3800      1302.8607      3334.4051      3755.1870       205.3039        -938874.9224     85509.3956         0.0000         0.0000    149884.2993        -694883.4708       300.0583   -844767.7700   -694528.3860       300.0314              4.1313        38.9050   2462241.4753        11.5148        11.6193
ENERGY:    3840      1335.9434      3358.4042      3753.3643       209.5064        -938026.9977     85206.6303         0.0000         0.0000    149312.7514        -694850.3978       298.9141   -844163.1491   -694508.7939       299.3262            -25.6998         8.0761   2462943.1176       -16.5474       -16.8387
ENERGY:    3880      1274.9384      3311.0542      3763.4148       206.8205        -937151.1534     84161.8332         0.0000         0.0000    149602.9290        -694830.1632       299.4950   -844433.0921   -694472.7692       299.3513           -107.4348       -73.1413   2464958.6176        13.0000        13.0096
ENERGY:    3920      1315.4287      3402.1690      3714.5729       202.6490        -936994.1763     83846.2569         0.0000         0.0000    149702.2258        -694810.8740       299.6938   -844513.0998   -694468.2627       299.5648           -154.2907      -121.3016   2464711.1330         5.5168         5.5315
ENERGY:    3960      1311.2529      3352.1773      3745.4920       193.0270        -937563.6690     84390.2618         0.0000         0.0000    149668.7475        -694902.7105       299.6268   -844571.4580   -694561.7784       299.5911           -106.9887       -72.5152   2463502.7734       -10.7682       -10.4966
ENERGY:    4000      1243.8087      3395.8899      3759.8148       212.1944        -938162.3637     85268.2665         0.0000         0.0000    149321.1013        -694961.2882       298.9308   -844282.3894   -694618.0732       299.0218             78.5375       111.8632   2460417.9143        19.4739        19.6561
ENERGY:    4040      1346.3027      3362.5405      3724.8545       206.1202        -938011.2923     84871.4398         0.0000         0.0000    149653.7660        -694846.2686       299.5968   -844500.0346   -694502.6965       299.4119              8.0179        40.9155   2460048.4052        16.7891        16.6954
ENERGY:    4080      1297.3737      3376.5909      3775.7501       196.5686        -938169.8867     84801.8869         0.0000         0.0000    149733.0063        -694988.7101       299.7554   -844721.7164   -694644.7793       300.0233            -41.8793        -7.8415   2461147.9705       -13.7773       -13.7170
ENERGY:    4120      1296.8451      3415.4591      3776.9531       198.0840        -938719.7819     84967.6831         0.0000         0.0000    149831.8169        -695232.9407       299.9533   -845064.7576   -694888.8591       299.9717             14.1470        45.8081   2458730.8685        14.2396        14.2261
ENERGY:    4160      1252.7198      3415.3961      3757.9351       203.3986        -939221.4187     85399.3110         0.0000         0.0000    149855.1660        -695337.4920       300.0000   -845192.6580   -694988.2418       299.6566             25.2355        56.8703   2458740.6086        17.5371        17.6401
ENERGY:    4200      1254.9933      3406.5153      3696.7364       210.5392        -938579.2428     84741.8785         0.0000         0.0000    149829.8165        -695438.7635       299.9493   -845268.5800   -695084.8434       299.5047            -25.2644         7.0950   2461187.6275        -9.3504        -9.3019
ENERGY:    4240      1290.1339      3369.2984      3745.4359       202.3574        -939143.0572     85268.8972         0.0000         0.0000    149900.2667        -695366.6677       300.0903   -845266.9344   -695004.8079       299.6819             42.7979        77.1647   2459408.4075         0.1654         0.1904
ENERGY:    4280      1287.2692      3380.8685      3785.2451       214.6365        -938216.6025     84549.4444         0.0000         0.0000    149562.7182        -695436.4207       299.4145   -844999.1389   -695088.8662       299.5591            -91.2619       -57.4653   2462827.4085        15.9099        15.8106
ENERGY:    4320      1245.6769      3333.2480      3711.5167       205.2950        -937679.5942     84550.5310         0.0000         0.0000    149258.4587        -695374.8679       298.8054   -844633.3265   -695033.8859       299.1715            -49.5148       -17.5105   2464857.5497       -20.2380       -20.3800
ENERGY:    4360      1256.8653      3423.7503      3696.4666       196.8072        -937845.5866     84440.9288         0.0000         0.0000    149321.3945        -695509.3738       298.9314   -844830.7683   -695162.6238       298.7936            -93.2753       -60.1488   2465213.2075       -20.9134       -20.7431
ENERGY:    4400      1217.9556      3413.4511      3715.8086       194.6901        -938729.2876     85031.9466         0.0000         0.0000    149658.1991        -695497.2365       299.6057   -845155.4356   -695143.5061       298.9980            -43.7978        -9.4555   2464275.3407        17.6469        17.5412
ENERGY:    4440      1288.2048      3372.1879      3752.3890       196.8451        -937983.3665     84656.5853         0.0000         0.0000    149205.1265        -695512.0278       298.6987   -844717.1543   -695165.6934       299.1138            -72.2861       -38.3954   2467032.8184        -4.0299        -3.9776
ENERGY:    4480      1261.0795      3422.0528      3715.6625       182.9694        -938217.5787     84729.8071         0.0000         0.0000    149609.2581        -695296.7493       299.5077   -844906.0074   -694944.7162       298.9884            -63.2864       -29.2476   2467131.9069       -16.3605       -16.4503
