ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:  288320      1330.3392      3438.0463      3732.2762       222.2114        -939193.7908     85300.2674         0.0000         0.0000    149108.7756        -696061.8748       298.5058   -845170.6504   -695736.4946       298.9677             -1.5560        33.4096   2460139.8317       -10.7748       -10.6661
ENERGY:  288360      1316.5043      3414.6042      3691.3279       207.3681        -939977.7217     85912.0844         0.0000         0.0000    149314.6804        -696121.1522       298.9180   -845435.8326   -695789.5776       299.3707            103.9136       135.4731   2457575.0741         7.2759         7.0675
ENERGY:  288400      1316.3011      3410.4704      3662.4283       203.5728        -938880.9332     84940.4470         0.0000         0.0000    149351.2871        -695996.4266       298.9913   -845347.7137   -695661.3413       299.5639            -40.1884        -7.3094   2460387.5932        31.1457        31.1198
ENERGY:  288440      1300.6816      3436.1625      3725.9781       188.9741        -938979.7071     84992.8327         0.0000         0.0000    149209.0510        -696126.0270       298.7065   -845335.0780   -695785.5741       299.1733            -39.2395        -6.7208   2459897.2345       -12.1328       -12.2436
ENERGY:  288480      1312.2091      3388.9309      3697.1613       199.0108        -938489.2955     84467.3626         0.0000         0.0000    149409.5373        -696015.0835       299.1079   -845424.6208   -695684.1024       299.3484           -104.2030       -69.1471   2460662.8513         6.5260         6.3126
ENERGY:  288520      1225.7425      3469.1603      3687.0173       204.7444        -939426.3341     85124.5045         0.0000         0.0000    149667.7424        -696047.4227       299.6248   -845715.1651   -695709.4894       299.5266            -27.8074         6.1196   2461036.9731        -6.5713        -6.6021
ENERGY:  288560      1301.8166      3464.6364      3675.3227       183.4652        -938969.4099     84840.6296         0.0000         0.0000    149545.5527        -695957.9866       299.3802   -845503.5393   -695608.6088       299.1764            -38.4599        -5.3238   2461468.3752        -1.6577        -1.5713
ENERGY:  288600      1345.7256      3440.7861      3723.1329       193.9530        -938870.9278     84882.2874         0.0000         0.0000    149407.5596        -695877.4831       299.1039   -845285.0427   -695520.5777       299.4376            -38.4352        -3.5901   2458941.4857        -1.7359        -1.4156
ENERGY:  288640      1327.0757      3392.1939      3710.2979       194.9189        -938842.3899     84546.3141         0.0000         0.0000    149727.1141        -695944.4753       299.7436   -845671.5894   -695569.5291       299.2304            -70.4712       -35.5303   2459916.0434        14.4819        14.4608
ENERGY:  288680      1329.6397      3396.2686      3716.5478       220.0386        -938935.5738     84976.0298         0.0000         0.0000    149577.6003        -695719.4490       299.4443   -845297.0494   -695377.1226       299.3516            -52.5947       -19.8314   2459291.8030        -6.9174        -7.0164
ENERGY:  288720      1250.5439      3365.3065      3725.9033       198.9932        -938812.1860     84796.8160         0.0000         0.0000    149771.9005        -695702.7226       299.8333   -845474.6232   -695366.0724       299.5058            -17.9280        15.5637   2460386.7074         7.2395         7.4510
ENERGY:  288760      1299.4028      3403.1287      3769.5076       221.0307        -939128.9220     85236.2965         0.0000         0.0000    149528.1755        -695671.3802       299.3454   -845199.5557   -695309.4076       299.1643             -5.6100        27.1027   2460616.1774       -13.7502       -13.8630
ENERGY:  288800      1250.6496      3498.1748      3698.1583       204.9014        -938437.2739     84948.6638         0.0000         0.0000    148997.4194        -695839.3066       298.2828   -844836.7260   -695493.7633       299.2466            -38.0236        -4.1897   2462273.4902         8.7884         8.7889
ENERGY:  288840      1342.5941      3384.6133      3760.0212       207.6349        -939447.0630     85531.6346         0.0000         0.0000    149288.1102        -695932.4548       298.8648   -845220.5650   -695603.3460       298.9103             15.6521        50.1927   2457846.8274       -10.3068       -10.4287
ENERGY:  288880      1236.8412      3387.9333      3764.8103       218.1557        -938823.4375     84879.9822         0.0000         0.0000    149520.5291        -695815.1857       299.3301   -845335.7148   -695461.9866       299.1706              2.9652        35.4638   2456691.4440        18.6330        18.5941
ENERGY:  288920      1320.8832      3413.5923      3728.8192       204.2199        -939598.0981     85177.5089         0.0000         0.0000    149895.4307        -695857.6439       300.0806   -845753.0746   -695515.1315       299.1521              8.8073        40.0987   2457164.8512       -19.4617       -19.3015
ENERGY:  288960      1324.7073      3406.1175      3722.9797       192.2979        -938861.1375     84969.4964         0.0000         0.0000    149471.9349        -695773.6039       299.2328   -845245.5388   -695426.9974       299.8249             -4.6453        29.4930   2457874.7372         4.2860         4.2589
ENERGY:  289000      1333.1836      3403.6850      3735.5970       215.2311        -939729.9381     85545.8499         0.0000         0.0000    149829.1826        -695667.2089       299.9480   -845496.3915   -695335.8680       299.5280             56.1124        87.8647   2456641.1363       -14.4059       -14.4093
ENERGY:  289040      1332.7307      3468.4087      3707.6098       197.1092        -938065.5506     84363.7408         0.0000         0.0000    149297.2064        -695698.7449       298.8830   -844995.9514   -695342.5665       299.1104            -90.4965       -56.3378   2460544.7183        -7.5763        -7.6319
ENERGY:  289080      1303.4224      3400.1464      3737.3952       223.1995        -938246.0927     84681.8533         0.0000         0.0000    149205.7297        -695694.3462       298.6999   -844900.0759   -695343.6690       298.7121            -79.2503       -47.6257   2459823.6863        -6.2237        -6.2471
ENERGY:  289120      1292.5345      3416.3234      3755.5855       207.8756        -938936.0827     84911.8705         0.0000         0.0000    149706.3524        -695645.5408       299.7021   -845351.8932   -695287.1773       299.0709            -33.3882         1.2656   2458517.2147       -13.0280       -12.9368
ENERGY:  289160      1298.0296      3410.6102      3754.7325       206.5214        -938720.2701     84885.3927         0.0000         0.0000    149613.2855        -695551.6981       299.5158   -845164.9836   -695202.1039       299.5418            -17.7843        14.5786   2457230.7758        -3.1839        -3.4247
ENERGY:  289200      1285.8935      3438.6474      3758.7483       203.2157        -938442.3653     84611.0740         0.0000         0.0000    149774.4658        -695370.3205       299.8384   -845144.7864   -695017.3145       299.2172            -45.2604       -11.8151   2457598.5739         6.5220         6.5973
ENERGY:  289240      1238.6872      3394.6581      3757.8317       209.7448        -938720.3323     84987.6016         0.0000         0.0000    149655.7318        -695476.0771       299.6007   -845131.8089   -695109.9746       299.3199              9.8851        43.9861   2457485.8023        -1.4335        -1.4019
ENERGY:  289280      1292.7028      3367.4904      3724.5792       212.4630        -938139.2697     84721.8922         0.0000         0.0000    149197.7420        -695622.4001       298.6839   -844820.1421   -695286.1889       299.3242             -8.6140        26.7196   2457751.9698         0.4717         0.6530
ENERGY:  289320      1293.4282      3465.9680      3694.2982       208.2652        -938128.8814     84397.3232         0.0000         0.0000    149383.0632        -695686.5353       299.0549   -845069.5985   -695354.8044       299.3282            -86.4947       -53.0941   2459816.6054        16.1166        15.9263
ENERGY:  289360      1307.1741      3391.4114      3692.7814       211.0574        -937744.6335     84373.4689         0.0000         0.0000    149099.3479        -695669.3923       298.4869   -844768.7402   -695318.1647       299.0782            -59.7457       -24.8587   2461654.0121        -3.1605        -3.2564
ENERGY:  289400      1340.6171      3444.3805      3723.1257       205.7633        -939114.5014     85199.3318         0.0000         0.0000    149607.7120        -695593.5709       299.5046   -845201.2829   -695245.7902       299.3213             19.7577        53.4162   2457866.7163        16.8887        16.9016
ENERGY:  289440      1251.4383      3414.7902      3718.4372       180.9691        -938691.9379     84926.8813         0.0000         0.0000    149418.9983        -695780.4235       299.1268   -845199.4217   -695445.0637       299.2660            -21.9686        11.1235   2460494.4084         1.3898         1.6293
ENERGY:  289480      1266.9332      3351.9203      3749.4233       206.6401        -939240.8197     85616.1186         0.0000         0.0000    149462.2712        -695587.5130       299.2135   -845049.7842   -695244.0204       299.1058             58.7029        92.5245   2459327.4400        -4.9907        -5.0434
ENERGY:  289520      1298.5127      3384.3953      3731.3308       217.7889        -939777.1218     85564.9800         0.0000         0.0000    150025.0670        -695555.0470       300.3401   -845580.1140   -695219.5388       299.4806             53.2233        86.7347   2457810.4917         1.3713         1.2510
ENERGY:  289560      1299.4412      3354.9470      3720.7712       198.1586        -939219.5505     85298.3509         0.0000         0.0000    149781.7578        -695566.1239       299.8530   -845347.8816   -695224.0549       300.2543             15.9630        52.3754   2457124.2353        23.6890        23.8430
ENERGY:  289600      1307.3416      3357.5856      3729.7222       202.4130        -939084.6305     84422.6436         0.0000         0.0000    150339.8060        -695725.1185       300.9702   -846064.9245   -695363.0863       300.0383            -82.6415       -47.2024   2457666.7676         7.9796         8.1698
ENERGY:  289640      1301.3663      3464.6614      3691.6772       201.6288        -939051.5486     85123.6859         0.0000         0.0000    149402.6428        -695865.8862       299.0941   -845268.5290   -695535.2232       299.8975              4.8987        39.5754   2458701.5675         1.1624         1.1461
ENERGY:  289680      1261.8582      3314.7116      3739.4896       214.9834        -938541.1648     84800.2570         0.0000         0.0000    149204.4123        -696005.4527       298.6972   -845209.8650   -695655.6621       299.1740            -32.3379         1.3159   2458579.1561         4.7573         4.6953
ENERGY:  289720      1273.4526      3293.7521      3714.6877       188.7235        -938150.8619     84403.9315         0.0000         0.0000    149099.2079        -696177.1065       298.4866   -845276.3144   -695844.4791       298.7960            -59.0936       -26.6527   2460009.8903        -0.4699        -0.7150
ENERGY:  289760      1261.4452      3432.6311      3713.2698       226.2777        -938815.1296     84546.5597         0.0000         0.0000    149290.4855        -696344.4605       298.8695   -845634.9460   -695988.5614       298.9477            -77.0263       -44.4760   2458884.5188        -1.8366        -1.7620
ENERGY:  289800      1325.8858      3362.4957      3738.9205       202.7552        -938847.0531     84665.4564         0.0000         0.0000    149071.9701        -696479.5695       298.4321   -845551.5396   -696139.0171       298.6960           -100.3666       -65.7567   2460029.9865        -3.4685        -3.6148
ENERGY:  289840      1295.7502      3375.4339      3716.9219       211.7317        -940083.0632     85431.8602         0.0000         0.0000    149453.6900        -696597.6753       299.1963   -846051.3653   -696242.7362       298.6732             14.9860        48.7013   2457976.6429        -1.9686        -1.9878
ENERGY:  289880      1310.9231      3409.5819      3724.5107       209.4012        -940049.7669     85519.3212         0.0000         0.0000    149234.6951        -696641.3336       298.7579   -845876.0287   -696283.3549       298.8592             32.4160        63.2049   2457690.8806        -5.4669        -5.4825
ENERGY:  289920      1328.9017      3419.3331      3766.2399       210.2587        -939597.9290     85116.0704         0.0000         0.0000    149189.6406        -696567.4846       298.6677   -845757.1251   -696212.6776       298.6354            -24.3037         8.9732   2459673.2692         4.4939         4.6431
ENERGY:  289960      1308.6740      3379.5417      3707.0421       217.4009        -939551.4834     84914.9035         0.0000         0.0000    149459.6263        -696564.2948       299.2082   -846023.9211   -696220.6867       299.1797            -83.8393       -49.5511   2460799.4341        -4.0450        -3.8815
ENERGY:  290000      1329.2521      3355.0794      3739.0310       218.3248        -939308.0838     85090.0316         0.0000         0.0000    149067.6225        -696508.7424       298.4234   -845576.3649   -696178.2003       298.1532            -30.9551         4.3790   2460173.7298        -0.9251        -0.7378
ENERGY:  290040      1259.9167      3318.3979      3732.3938       192.4286        -938632.3858     84623.1438         0.0000         0.0000    149097.8329        -696408.2721       298.4839   -845506.1049   -696069.3262       298.4628           -108.9842       -74.3548   2462470.7039        -9.2158        -9.1077
ENERGY:  290080      1301.4644      3390.2347      3740.3696       212.1830        -939864.7250     85543.4680         0.0000         0.0000    149206.1825        -696470.8227       298.7008   -845677.0052   -696124.6024       298.5350            -26.5603         8.9085   2461508.1098        -7.9194        -8.0769
ENERGY:  290120      1291.2203      3317.4188      3721.0272       204.7774        -939499.7033     85201.5832         0.0000         0.0000    149272.2950        -696491.3815       298.8331   -845763.6764   -696160.2146       298.3904            -48.7073       -13.9120   2461678.7918        -8.2741        -8.2109
ENERGY:  290160      1264.2319      3382.5530      3735.7622       208.5853        -938973.3413     84747.9555         0.0000         0.0000    149159.3485        -696474.9049       298.6070   -845634.2534   -696134.7515       298.3623            -66.4369       -32.0443   2462922.4424       -13.8841       -14.0538
ENERGY:  290200      1318.5596      3345.4127      3750.8466       193.0187        -938839.2337     84814.4264         0.0000         0.0000    148934.4454        -696482.5243       298.1568   -845416.9697   -696133.9846       298.4632            -77.8808       -44.1902   2461869.9090        14.0437        13.8893
ENERGY:  290240      1263.4904      3392.2218      3732.8661       212.4931        -938024.2228     84181.9421         0.0000         0.0000    148854.5810        -696386.6283       297.9969   -845241.2094   -696041.2694       298.5426           -142.3233      -108.1426   2462492.4961         0.9559         0.9320
ENERGY:  290280      1286.5625      3387.3679      3759.1163       213.4002        -938783.4701     84277.3421         0.0000         0.0000    149377.3663        -696482.3147       299.0435   -845859.6810   -696142.0745       298.5539           -127.9894       -92.9637   2460292.2948        -5.1636        -5.2342
ENERGY:  290320      1332.4767      3372.6780      3755.2638       198.0002        -939436.5758     84872.5806         0.0000         0.0000    149443.2682        -696462.3083       299.1754   -845905.5765   -696132.4232       298.8686           -107.3181       -75.0566   2460811.4628         0.3986         0.5374
ENERGY:  290360      1303.8010      3439.5408      3717.1572       189.1322        -940135.2691     85682.5140         0.0000         0.0000    149345.7985        -696457.3255       298.9803   -845803.1240   -696102.2756       298.9456              7.1015        40.5425   2459962.1590        15.4234        15.4961
ENERGY:  290400      1337.7640      3336.6765      3695.2905       183.2102        -939759.7467     85233.4647         0.0000         0.0000    149371.9829        -696601.3580       299.0327   -845973.3409   -696242.9126       298.7511            -25.8486         7.4335   2459689.3746        -9.5244        -9.4364
ENERGY:  290440      1267.7354      3452.4467      3748.5742       195.6988        -939432.1434     85105.5409         0.0000         0.0000    149125.4594        -696536.6880       298.5392   -845662.1474   -696187.8413       298.9062            -41.1827       -10.5654   2462411.1446        18.0441        17.9657
ENERGY:  290480      1218.7987      3424.9756      3691.8103       194.8154        -939430.3343     85276.4598         0.0000         0.0000    149059.7573        -696563.7172       298.4076   -845623.4744   -696222.1215       298.4843            -21.3628        13.0778   2463859.7792        10.9811        10.9509
ENERGY:  290520      1289.5210      3388.6104      3707.8185       194.3823        -939686.2586     85787.2167         0.0000         0.0000    148935.2783        -696383.4314       298.1584   -845318.7096   -696049.8498       298.5758             24.9164        59.9733   2463450.8648        14.9832        15.0609
ENERGY:  290560      1218.7173      3442.5814      3689.7912       195.9092        -939382.7093     85615.5002         0.0000         0.0000    149025.9691        -696194.2409       298.3400   -845220.2100   -695846.6093       298.4487             15.7403        48.9919   2465264.7195        15.4652        15.5409
ENERGY:  290600      1287.1299      3469.3669      3706.0317       207.3203        -938887.3665     85024.0933         0.0000         0.0000    148992.8209        -696200.6035       298.2736   -845193.4244   -695858.6313       298.6260            -45.2957       -11.0626   2465516.6401        12.4606        12.5234
ENERGY:  290640      1243.1851      3370.9067      3752.9276       215.6099        -938510.9288     84833.7904         0.0000         0.0000    148950.2305        -696144.2787       298.1884   -845094.5092   -695813.0195       298.4767            -72.8697       -39.2704   2465527.8964         1.7205         1.5649
ENERGY:  290680      1267.0910      3402.0379      3733.9575       200.9110        -939088.3520     84916.3647         0.0000         0.0000    149430.8515        -696137.1382       299.1506   -845567.9898   -695812.3843       298.7445            -91.0845       -55.0930   2464534.0672        -6.5946        -6.4740
ENERGY:  290720      1265.4535      3388.2747      3760.8006       212.1893        -939566.3130     85425.8270         0.0000         0.0000    149220.1841        -696293.5839       298.7288   -845513.7680   -695958.1261       299.0241            -22.4334        11.4779   2464692.1460         7.4173         7.5044
ENERGY:  290760      1275.9511      3427.9550      3728.9345       194.5556        -939266.0693     85466.0091         0.0000         0.0000    149010.9444        -696161.7197       298.3099   -845172.6640   -695820.2767       298.6363            -46.0271       -10.8953   2465013.4297        11.1162        11.0087
ENERGY:  290800      1321.3369      3401.0244      3736.2464       219.0668        -938395.5637     84689.8643         0.0000         0.0000    148920.5921        -696107.4328       298.1290   -845028.0249   -695759.8396       298.9425           -105.9442       -71.1061   2465363.9233        17.9439        18.1782
ENERGY:  290840      1319.2714      3357.6642      3756.8101       203.2480        -939155.6721     85054.9427         0.0000         0.0000    149168.1398        -696295.5959       298.6246   -845463.7357   -695949.2573       298.7232            -83.4863       -49.0966   2462807.3187         5.4796         5.5541
ENERGY:  290880      1290.3219      3395.8949      3724.5159       226.5202        -938963.0581     84822.8876         0.0000         0.0000    149164.9307        -696337.9868       298.6182   -845502.9175   -696005.7073       298.7047            -46.8939       -13.9266   2462295.1365       -11.1045       -11.2541
ENERGY:  290920      1281.4236      3413.6194      3743.9751       209.9641        -939876.1839     85722.7674         0.0000         0.0000    149073.2878        -696431.1465       298.4347   -845504.4343   -696095.0209       298.9327             32.6315        67.1000   2460300.2252        -4.8298        -4.7557
ENERGY:  290960      1205.3021      3352.1943      3728.2079       200.8619        -939312.5303     85369.0817         0.0000         0.0000    148882.6993        -696574.1832       298.0532   -845456.8824   -696243.3766       298.3888             23.1877        56.9879   2462358.5296         3.6820         3.5976
ENERGY:  291000      1325.8001      3405.5723      3708.5955       203.4837        -939413.1061     85001.2825         0.0000         0.0000    149180.1615        -696588.2105       298.6487   -845768.3720   -696228.6818       298.4771            -45.5106       -11.9050   2462035.7131        12.0584        12.2494
ENERGY:  291040      1262.9969      3437.4658      3714.2362       217.8624        -939150.4913     84708.5401         0.0000         0.0000    149111.5980        -696697.7919       298.5114   -845809.3899   -696348.8221       298.6454           -123.5438       -90.4081   2462408.1113       -25.5549       -25.7669
ENERGY:  291080      1267.2910      3398.0959      3713.2822       203.5018        -939170.3329     84781.8516         0.0000         0.0000    149124.1059        -696682.2045       298.5365   -845806.3105   -696333.0687       298.5139            -43.4699        -9.9907   2461539.3410        -0.8936        -0.6650
ENERGY:  291120      1255.6837      3420.4436      3723.1087       201.9385        -940092.4122     85399.2976         0.0000         0.0000    149587.0766        -696504.8635       299.4633   -846091.9401   -696165.2903       298.7740            -28.6477         4.9277   2463472.7213        24.2097        24.4288
ENERGY:  291160      1300.4278      3331.7868      3748.7108       203.7697        -940315.8930     85310.3897         0.0000         0.0000    149984.3696        -696436.4385       300.2587   -846420.8080   -696100.1743       299.2089            -35.6183        -1.9721   2462190.4481         0.7853         0.7298
ENERGY:  291200      1295.2953      3392.0206      3738.1934       212.0215        -940247.3307     85636.4003         0.0000         0.0000    149447.7124        -696525.6872       299.1843   -845973.3996   -696193.5729       299.5656             -7.0960        26.3728   2463311.6203        -8.4102        -8.5785
ENERGY:  291240      1255.8361      3451.5685      3723.0956       198.6400        -941057.8814     86113.5860         0.0000         0.0000    149662.9509        -696652.2043       299.6152   -846315.1552   -696319.6361       299.0677             62.9627        95.8520   2460802.5408         5.9396         6.0481
ENERGY:  291280      1299.3132      3366.6238      3677.9151       192.0878        -939733.7178     85245.8499         0.0000         0.0000    149404.0740        -696547.8541       299.0969   -845951.9281   -696208.3021       299.1808            -32.9069         3.3642   2461915.8168         5.8962         5.8373
ENERGY:  291320      1253.7621      3330.0740      3717.0037       210.9379        -938831.1282     84944.5334         0.0000         0.0000    148959.5612        -696415.2559       298.2071   -845374.8171   -696068.7259       298.5005            -50.5260       -17.3461   2461263.7206        -2.4753        -2.5078
ENERGY:  291360      1272.9868      3401.4095      3733.3220       206.2386        -938642.3659     84943.0262         0.0000         0.0000    148752.9636        -696332.4193       297.7935   -845085.3829   -695983.3763       298.4741             -6.7950        26.6748   2459888.4335        -8.4113        -8.6042
ENERGY:  291400      1268.3122      3344.6490      3726.8687       211.7024        -939793.0282     85606.4479         0.0000         0.0000    149439.8578        -696195.1901       299.1686   -845635.0479   -695841.3184       298.7417              4.9483        39.6796   2460662.3622       -12.7505       -12.7989
ENERGY:  291440      1260.7007      3329.8853      3738.6173       194.0353        -940369.4528     86197.0000         0.0000         0.0000    149439.5558        -696209.6584       299.1680   -845649.2142   -695863.2930       299.1746            107.4537       140.7986   2459963.1029         2.6536         2.5255
ENERGY:  291480      1339.8585      3351.9260      3729.5144       191.3060        -939576.6876     85496.3587         0.0000         0.0000    149131.2787        -696336.4453       298.5508   -845467.7240   -696017.9102       298.7730             14.6629        49.6781   2460921.9559        16.8392        17.0316
ENERGY:  291520      1288.1690      3348.3326      3715.6735       199.5433        -938278.8122     84923.5373         0.0000         0.0000    148600.3424        -696203.2141       297.4879   -844803.5565   -695852.9214       298.0782            -25.8631         8.2485   2462951.8415        -5.0979        -5.4462
ENERGY:  291560      1281.5707      3383.4193      3730.6340       195.4331        -939030.2795     85019.8742         0.0000         0.0000    149170.7065        -696248.6417       298.6298   -845419.3482   -695910.5457       298.7038            -37.7988        -3.7483   2459495.0917        -1.8111        -1.7963
ENERGY:  291600      1282.8175      3410.3566      3732.1844       180.7719        -938110.1369     84510.9494         0.0000         0.0000    148889.4089        -696103.6482       298.0666   -844993.0571   -695772.3628       298.7686            -89.6746       -55.1436   2460608.6883         9.9321        10.1015
ENERGY:  291640      1262.1407      3393.8765      3723.6945       202.1622        -937848.0840     84278.9629         0.0000         0.0000    148949.0490        -696038.1982       298.1860   -844987.2472   -695699.1077       298.9611            -86.9893       -51.2813   2460444.2945        -1.7676        -1.7230
ENERGY:  291680      1288.7814      3456.7355      3752.8508       197.2550        -938502.8705     84831.0117         0.0000         0.0000    148974.0963        -696002.1399       298.2362   -844976.2362   -695661.8512       298.7478            -53.2293       -19.8262   2461586.6783         9.0015         8.9387
ENERGY:  291720      1284.7131      3379.6799      3711.6433       196.2101        -937591.9774     84163.6249         0.0000         0.0000    148879.7033        -695976.4029       298.0472   -844856.1062   -695621.6340       298.5259           -154.3257      -121.9585   2464017.2146         1.0516         1.1392
ENERGY:  291760      1277.4433      3345.3954      3711.6970       205.0642        -938349.4473     84256.1790         0.0000         0.0000    149453.0070        -696100.6613       299.1949   -845553.6684   -695736.4357       298.5589           -135.8024      -101.4634   2463841.8960       -11.0745       -11.2960
ENERGY:  291800      1239.8142      3362.9135      3704.5696       203.4802        -938726.0527     84578.9219         0.0000         0.0000    149566.5175        -696069.8359       299.4221   -845636.3535   -695712.6061       298.9449            -80.6777       -48.7058   2463802.0561         4.2586         4.2927
ENERGY:  291840      1296.9450      3379.5015      3707.0380       196.5568        -939816.7924     85522.9872         0.0000         0.0000    149646.2760        -696067.4879       299.5818   -845713.7639   -695712.6198       299.2181            -37.4882        -4.1544   2462810.6491        12.3030        12.3984
ENERGY:  291880      1314.7077      3331.0656      3698.9755       188.0667        -939535.3995     85572.2144         0.0000         0.0000    149280.9585        -696149.4111       298.8505   -845430.3696   -695806.6878       298.9786             -3.9816        30.0061   2463130.7292       -10.7840       -10.9141
ENERGY:  291920      1263.1645      3365.4128      3708.5824       198.9268        -939389.0054     85545.6539         0.0000         0.0000    149038.1313        -696269.1336       298.3644   -845307.2649   -695936.9380       298.3876            -26.2736         7.2606   2465393.8862        -4.6855        -4.7844
ENERGY:  291960      1285.9977      3363.0341      3709.6845       179.0813        -939580.8000     85314.9444         0.0000         0.0000    149264.4992        -696463.5587       298.8175   -845728.0579   -696111.1404       298.3557            -26.4058         7.9987   2462418.5659       -19.6696       -19.4786
ENERGY:  292000      1292.7166      3393.7036      3700.5063       192.1594        -939058.8176     84826.5656         0.0000         0.0000    149131.7398        -696521.4262       298.5517   -845653.1660   -696181.2685       298.4923            -70.9445       -36.3018   2462690.4358       -13.1670       -13.1276
ENERGY:  292040      1243.1817      3371.5174      3704.2519       171.3626        -938594.0136     84388.0098         0.0000         0.0000    149207.7257        -696507.9645       298.7039   -845715.6902   -696162.8605       298.3552           -115.4499       -82.2189   2462187.3867        -1.1775        -1.1249
ENERGY:  292080      1270.9789      3386.7892      3674.4967       191.5780        -939489.2637     85117.5837         0.0000         0.0000    149480.3355        -696367.5017       299.2496   -845847.8372   -696022.7606       298.8271            -37.1578        -3.8239   2460460.8060         5.5401         5.5739
ENERGY:  292120      1269.7736      3366.0726      3709.3460       183.3060        -939262.6544     85346.9146         0.0000         0.0000    148946.1870        -696441.0546       298.1803   -845387.2416   -696098.5906       298.7788            -24.9943         9.6336   2459794.5346         9.7972         9.7787
ENERGY:  292160      1272.9102      3392.0181      3693.0278       198.4116        -939163.7456     85254.9876         0.0000         0.0000    148992.2666        -696360.1238       298.2725   -845352.3903   -696020.7483       298.8699             -3.2327        31.8656   2458735.3241        -4.5046        -4.2488
ENERGY:  292200      1274.3358      3381.8043      3680.9882       195.8699        -938701.7779     84863.7333         0.0000         0.0000    149202.2670        -696102.7794       298.6929   -845305.0464   -695760.3615       298.9395            -21.6185        13.0324   2461243.0008        -0.3821        -0.3719
ENERGY:  292240      1234.4242      3408.7429      3696.0244       196.2009        -939066.7925     85255.4820         0.0000         0.0000    149385.6202        -695890.2978       299.0600   -845275.9180   -695556.7384       298.6026             -9.5125        26.8913   2461377.9075       -29.9784       -29.9727
ENERGY:  292280      1270.4534      3415.1026      3705.4613       192.9691        -938494.7595     85199.2655         0.0000         0.0000    148890.0663        -695821.4414       298.0679   -844711.5077   -695472.0643       298.8688              7.0127        43.1427   2461453.3619        -1.0030        -0.8414
ENERGY:  292320      1268.6353      3409.0462      3732.2212       191.0970        -939606.7072     85743.9749         0.0000         0.0000    149316.8667        -695944.8659       298.9224   -845261.7326   -695598.4412       298.7317             81.9268       115.8817   2460102.4522        22.0416        21.7004
ENERGY:  292360      1259.9495      3327.0523      3695.8564       203.0054        -938761.7172     85088.2949         0.0000         0.0000    149246.9216        -695940.6371       298.7823   -845187.5587   -695597.9581       298.3701            -17.1184        17.3538   2460685.4320        -8.9030        -9.0632
ENERGY:  292400      1314.9237      3312.3084      3695.2332       218.6645        -938370.9039     84955.4703         0.0000         0.0000    148999.1585        -695875.1454       298.2863   -844874.3038   -695533.3399       298.1546             -3.1229        31.1386   2460177.2870        -6.6076        -6.4011
ENERGY:  292440      1295.0208      3406.3306      3703.6820       188.2030        -939554.4141     85365.6494         0.0000         0.0000    149804.7798        -695790.7485       299.8991   -845595.5283   -695447.7988       298.7625              7.7309        41.9261   2460588.7896         7.7732         7.7392
ENERGY:  292480      1198.7052      3398.4235      3719.0767       198.5186        -938561.4712     84892.0028         0.0000         0.0000    149426.8188        -695727.9256       299.1425   -845154.7443   -695393.8537       299.0776            -23.7136        10.4038   2461437.4299        -1.4819        -1.5528
ENERGY:  292520      1263.9406      3386.7671      3697.1233       205.4285        -938756.3729     85111.1670         0.0000         0.0000    149381.7640        -695710.1824       299.0523   -845091.9464   -695372.5595       298.9887             -3.7563        29.3271   2462049.2646       -14.4558       -14.6144
ENERGY:  292560      1353.7933      3368.4843      3732.7601       196.4229        -938187.6238     84621.1456         0.0000         0.0000    149432.1555        -695482.8621       299.1532   -844915.0176   -695116.5618       299.0420           -114.7281       -80.8767   2464695.3833         1.9406         1.9119
ENERGY:  292600      1273.3606      3420.8241      3744.3303       206.2089        -937309.9558     84173.3625         0.0000         0.0000    149033.4004        -695458.4689       298.3549   -844491.8694   -695115.0895       299.3934           -157.0763      -125.6466   2466337.3902        -4.3194        -4.4993
ENERGY:  292640      1262.7503      3418.6564      3690.6647       203.5834        -937887.2127     84543.5927         0.0000         0.0000    149225.3001        -695542.6650       298.7391   -844767.9651   -695193.5562       298.5556            -89.9788       -56.0438   2464667.0916       -12.6635       -12.6937
ENERGY:  292680      1295.4222      3437.6759      3700.9422       186.7943        -937344.1930     84363.8600         0.0000         0.0000    148687.8359        -695671.6623       297.6631   -844359.4983   -695310.9974       298.4978            -88.9510       -54.0086   2465447.4553       -14.0726       -13.9128
ENERGY:  292720      1243.5669      3349.1756      3713.9106       201.8888        -937945.6091     84924.1898         0.0000         0.0000    148833.0031        -695679.8744       297.9537   -844512.8774   -695335.1867       298.2200             -4.0859        29.3558   2465193.7129        10.3461        10.1242
ENERGY:  292760      1266.4944      3396.0025      3732.0693       214.3452        -938755.5801     85095.3278         0.0000         0.0000    149415.7179        -695635.6231       299.1203   -845051.3410   -695300.5937       298.7663            -25.2665        10.3298   2464617.4566        -4.1200        -4.1887
ENERGY:  292800      1229.0954      3408.9457      3726.2492       197.4852        -938389.3026     85062.1473         0.0000         0.0000    149288.5625        -695476.8174       298.8657   -844765.3798   -695145.8963       299.2019            -11.6234        21.6665   2465007.2571         5.6949         5.5289
